,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,default
247,165,8,0.227328464,3600,10,80502,3582.0,1592.0,160.44,164.51,5,0.8455,0.8455,281673,0.8254,0.8254,0.7048,0.8455,0.9369,0.8814,6321194880.0,104,117,1741376.0,156.97,126.97,152.84,125.34,104.0,0.9905,0,0,0,4,0,0,0.7227,0.81286,0.64985,4.0,0.235415,-1.03114,0.88845,0.92321,0.86205,4.0,0.75275,0.83095,0.669125,4.0,1
248,160,8,0.776975981,3600,10,4724,680.0,447.0,152.14,158.23,5,0.8276,0.8136,838622,0.8,0.8,0.5802,0.8348,0.9505,0.8348,6477926400.0,96,113,1308672.0,157.88,122.19,141.09,115.7,96.0,0.9505,0,0,0,12,0,0,0.71,0.81,0.4731,12.0,0.308115,-0.585856,0.84525,0.94545,0.662192,12.0,0.7268,0.82224,0.555642,12.0,0
249,152,7,0.425365653,4200,10,75880,7242.0,1138.0,156.08,153.25,7,0.8824,0.8824,3757171,0.875,0.875,0.8267,0.8898,0.9375,0.9375,8857926000.0,105,111,1830150.0,158.48,128.2,172.97,133.75,105.0,1.0,0,0,0,26,0,0,0.8075,0.8575,0.5963,26.0,0.295913,-1.047036,0.86875,0.92375,0.721765,26.0,0.8212,0.86416,0.668665,26.0,0
250,150,7,0.873052158,4200,10,78173,726.0,2149.0,150.01,149.99,7,0.9204,0.9204,428247,0.8966,0.8814,0.7019,0.8814,0.9043,0.9043,6781632000.0,104,114,1622400.0,143.53,121.58,165.62,130.32,104.0,0.963,0,0,0,21,0,0,0.8107,0.87326,0.609233,21.0,0.304914,-0.948321,0.85215,0.90387,0.794343,21.0,0.8302,0.90836,0.693643,21.0,0
251,148,7,0.751258713,4200,10,81208,580.0,199.0,153.04,149.25,7,0.8595,0.8595,279491,0.8455,0.8455,0.7018,0.8667,0.8739,0.8739,8045157120.0,104,120,1741376.0,156.97,126.97,171.32,132.48,104.0,0.9905,0,0,0,9,0,0,0.50275,0.76095,0.472511,9.0,0.371483,-0.669313,0.53695,0.78651,0.577889,9.0,0.51975,0.77355,0.4951,9.0,1
252,147,7,0.826662867,4200,10,76635,2877.0,1605.0,148.1,146.47,7,0.8803,0.8803,943695,0.763,0.763,0.5699,0.763,0.763,0.763,6698522600.0,103,108,1485260.0,149.11,123.23,179.94,134.99,103.0,0.945,0,0,0,5,0,0,0.6515,0.7467,0.6093,5.0,0.31224,-1.099921,0.6815,0.7567,0.66198,5.0,0.71015,0.85227,0.65068,5.0,0
253,159,7,0.849125328,4200,10,12612,121.0,4865.0,157.53,158.93,7,0.9115,0.9115,101257,0.8879,0.8729,0.7298,0.8729,0.8957,0.8957,7050953580.0,103,126,1686831.0,142.15,120.41,164.03,129.07,103.0,0.9537,0,0,0,18,0,0,0.48645,0.78561,0.36645,18.0,0.353511,0.641772,0.50785,0.80613,0.553288,17.0,0.50575,0.82035,0.407378,18.0,0
254,144,7,0.86582278,4200,10,76669,6954.0,923.0,147.39,144.69,7,0.6911,0.6911,14033042,0.6746,0.6746,0.4416,0.68,0.7328,0.7143,3960239250.0,85,101,1090975.0,117.31,99.37,135.36,106.51,85.0,1.0,0,0,0,7,0,0,0.6373,0.66714,0.535229,7.0,0.274334,-1.000824,0.7364,0.72952,0.656214,7.0,0.67555,0.68199,0.609686,7.0,0
255,151,7,0.089163862,4200,10,80502,3583.0,1593.0,153.44,151.8,7,0.528,0.528,3761880,0.4962,0.1784,0.0326,0.55,0.569,0.55,2453299200.0,66,98,696960.0,93.37,78.09,92.37,77.68,66.0,0.8919,0,0,0,5,0,0,0.4092,0.23056,0.54198,5.0,0.274294,-0.737388,0.6945,0.5921,0.76354,5.0,0.584,0.5452,0.61674,5.0,0
256,145,8,0.648158333,3600,10,14507,306.0,176.0,145.9,145.48,7,0.7131,0.696,2589387,0.6541,0.2351,0.0535,0.6744,0.7311,0.725,4023074880.0,87,90,1142919.0,133.84,107.2,127.86,104.86,87.0,0.9775,0,0,0,10,0,0,0.23755,0.22159,0.44232,10.0,0.247271,-0.621126,0.56555,0.66799,0.72755,10.0,0.528,0.6364,0.65416,10.0,0
257,138,8,0.522603584,3600,10,85218,1399.0,155.0,144.82,139.51,7,0.7863,0.7419,49326,0.7603,0.7419,0.5494,0.7603,0.8288,0.8,5555515680.0,92,84,1294992.0,133.18,110.07,141.09,113.19,92.0,0.8679,0,0,0,13,0,0,0.51095,0.69771,0.329246,13.0,0.220918,0.979035,0.8644,0.83592,0.743338,13.0,0.51095,0.69771,0.365415,13.0,1
258,137,8,0.096043376,3600,10,79578,176.0,3753.0,144.19,137.55,7,0.8,0.8,125545,0.768,0.768,0.4974,0.8,0.8649,0.8421,7096320000.0,96,69,1290240.0,162.51,123.91,158.14,122.29,96.0,0.9143,0,0,0,33,0,0,0.674,0.7512,0.165552,33.0,0.288788,1.095661,0.81245,0.84841,0.817583,6.0,0.71,0.78,0.186612,33.0,0
259,166,8,0.881904454,3600,10,7903,547.0,859.0,163.1,165.81,7,0.8509,0.8509,179390,0.7951,0.7951,0.6915,0.8435,0.8435,0.8435,5977067250.0,97,91,1552485.0,146.4,118.43,148.76,119.35,97.0,0.9151,0,0,0,21,0,0,0.75755,0.79559,0.5303,21.0,0.278433,-0.725985,0.84175,0.84915,0.786233,21.0,0.81545,0.84581,0.68989,21.0,0
260,162,8,0.69341571,3600,10,1511,3317.0,1777.0,161.6,162.13,7,0.648,0.6429,1794488,0.6429,0.6429,0.4355,0.6429,0.6864,0.6864,3905894520.0,81,95,1076004.0,122.26,98.89,124.22,99.66,81.0,0.9,0,0,0,20,0,0,0.33145,0.57861,0.181845,20.0,0.317345,1.06447,0.3432,0.61776,0.1716,4.0,0.33145,0.57861,0.182155,20.0,0
261,158,8,0.121392171,3600,10,8550,3036.0,1592.0,155.74,157.64,7,0.0,0.0,1697800,0.0,0.0,0.0616,0.0,0.0,0.0,4381047000.0,0,0,1206900.0,0.0,0.0,0.0,0.0,90.0,0.0,0,0,0,9,0,0,0.24,0.07,0.291988,8.0,0.295328,0.757448,0.35,0.08,0.438813,8.0,0.3,0.07,0.348763,8.0,0
262,166,8,0.53277082,3600,10,12290,6955.0,5417.0,162.52,165.82,7,0.712,0.712,14145328,0.6692,0.2405,0.0616,0.6953,0.7807,0.7417,4628398720.0,89,106,1314886.0,136.91,109.67,130.8,107.27,89.0,0.8812,0,0,0,12,0,0,0.25025,0.23645,0.358592,12.0,0.194282,1.074301,0.78035,0.78263,0.78395,12.0,0.496,0.6608,0.499758,12.0,0
263,159,10,0.847465129,3700,10,80135,2360.0,5768.0,155.0,158.28,12,0.4862,0.4862,2804740,0.4569,0.4569,0.205,0.4862,0.5,0.469,1737759760.0,53,89,426968.0,53.0,53.0,87.31,67.51,53.0,1.0,0,0,0,2,0,0,0.59845,0.48121,0.60135,2.0,0.14449,-0.20649,0.69,0.54,0.69,2.0,0.6431,0.51758,0.6395,2.0,0
264,118,9,0.670874719,1100,3,81290,6860.0,1194.0,119.25,118.21,13,0.6379,0.6271,596947,0.6271,0.6271,0.3488,0.6325,0.6727,0.6491,862141440.0,74,25,657120.0,74.0,74.0,91.21,81.9,74.0,0.8132,0,0,0,2,0,0,0.65355,0.63439,0.65255,2.0,0.02603,-1.39697,0.70635,0.67543,0.7033,2.0,0.65355,0.63439,0.65545,2.0,0
265,123,9,0.74492854,1100,3,75464,993.0,504.0,124.12,123.2,13,0.6167,0.6016,433061,0.6016,0.5968,0.3322,0.6167,0.6852,0.6607,1204720000.0,74,18,684500.0,74.0,74.0,74.0,74.0,74.0,0.7629,0,0,0,10,0,0,0.6184,0.60712,0.64642,10.0,0.094611,-0.53676,0.7026,0.69668,0.71027,10.0,0.6208,0.61144,0.65442,10.0,0
266,123,9,0.736879655,1100,3,79884,6020.0,7344.0,124.07,123.49,13,0.6525,0.6525,6656712,0.6525,0.6525,0.406,0.6525,0.7,0.6754,1013414325.0,77,17,764841.0,77.0,77.0,77.0,77.0,77.0,0.7549,0,0,0,10,0,0,0.70625,0.66725,0.75362,10.0,0.054377,-0.752125,0.74,0.71,0.78172,10.0,0.70625,0.66725,0.75421,10.0,0
267,111,9,0.621113053,1100,3,14659,,1195.0,115.75,111.67,13,0.5128,0.5085,34802,0.5085,0.5085,0.2236,0.5128,0.566,0.5357,555984000.0,60,9,421200.0,60.0,60.0,60.0,60.0,60.0,0.6977,0,0,0,4,0,0,0.51425,0.49765,0.54175,4.0,0.093043,-0.694275,0.563,0.5594,0.58925,4.0,0.51425,0.49765,0.54175,4.0,0
268,116,9,0.148231805,1100,3,9836,276.0,4267.0,120.13,116.73,13,0.4677,0.4677,103857,0.4715,0.4677,0.2185,0.4715,0.5225,0.5179,637208880.0,58,0,413772.0,58.0,58.0,58.0,58.0,58.0,0.6517,0,0,0,6,0,0,0.61385,0.50093,0.703983,6.0,0.112653,-1.101061,0.67125,0.55025,0.759667,6.0,0.62385,0.50093,0.722417,6.0,0
269,118,9,0.671774148,1100,3,83476,2062.0,2319.0,120.55,118.54,13,0.7458,0.7458,709928,0.7458,0.7458,0.5056,0.7521,0.8,0.7719,1257315840.0,88,43,952512.0,88.0,88.0,88.0,88.0,88.0,0.8544,0,0,0,8,0,0,0.7129,0.73122,0.737713,8.0,0.056946,-0.824694,0.77,0.79,0.8021,8.0,0.7229,0.74122,0.757538,8.0,0
270,118,9,0.72583661,1100,3,80385,4635.0,3556.0,115.76,117.75,13,0.6807,0.6585,5438969,0.6585,0.6585,0.3943,0.6923,0.7168,0.7168,837183600.0,81,19,761076.0,81.0,81.0,91.41,85.89,81.0,0.8438,0,0,0,12,0,0,0.69925,0.66265,0.676417,12.0,0.077366,-0.645632,0.7584,0.72512,0.741717,12.0,0.70925,0.66265,0.694408,12.0,0
271,123,9,0.59202611,1100,3,75464,3936.0,5788.0,122.4,122.49,13,0.822,0.822,65744,0.822,0.822,0.5844,0.8291,0.8899,0.8509,1453125960.0,97,59,1100853.0,97.0,97.0,97.0,97.0,97.0,1.0,0,0,0,11,0,0,0.781,0.8198,0.730709,11.0,0.048716,-0.85657,0.84495,0.88091,0.780527,11.0,0.791,0.8198,0.737345,11.0,0
272,118,9,0.184487668,1100,3,13641,4005.0,1201.0,118.68,118.02,13,0.6271,0.6271,3588961,0.6016,0.6016,0.3348,0.6167,0.6727,0.6549,710784800.0,74,17,646168.0,74.0,74.0,74.0,74.0,74.0,0.8222,0,0,0,6,0,0,0.6108,0.60144,0.533467,6.0,0.239367,-1.208083,0.66635,0.67543,0.576467,6.0,0.62355,0.62439,0.542367,6.0,0
273,123,9,0.171179729,1100,3,82642,4569.0,4711.0,124.63,123.3,13,0.4758,0.4758,733629,0.4797,0.4758,0.2316,0.4797,0.5315,0.5268,675453240.0,59,0,438606.0,59.0,59.0,72.72,65.3,59.0,0.6146,0,0,0,3,0,0,0.5379,0.49822,0.566167,3.0,0.083997,0.698328,0.59575,0.54835,0.6179,3.0,0.5379,0.49822,0.566167,3.0,0
274,123,9,0.539164657,1100,3,78224,6034.0,1019.0,125.82,123.89,13,0.6949,0.6949,15059684,0.6949,0.6949,0.4747,0.6949,0.7455,0.7193,1180465440.0,82,44,894292.0,82.0,82.0,82.0,82.0,82.0,0.8632,0,0,0,6,0,0,0.65745,0.67541,0.714283,6.0,0.126488,-1.100307,0.70275,0.72095,0.76685,6.0,0.66745,0.67541,0.730567,6.0,0
275,118,9,0.096791423,1100,3,78252,3720.0,1041.0,114.88,117.12,13,0.5833,0.5691,80691,0.5691,0.5691,0.2767,0.6087,0.6422,0.6195,587510000.0,70,18,534100.0,70.0,70.0,70.0,70.0,70.0,0.7955,0,0,0,7,0,0,0.64455,0.58219,0.675671,7.0,0.062993,-0.897972,0.7211,0.65798,0.745929,7.0,0.65455,0.58219,0.699686,7.0,0
276,123,9,0.674982866,1100,3,81679,2967.0,1203.0,124.44,123.39,13,0.7241,0.7119,1562043,0.7119,0.7119,0.4757,0.7119,0.7434,0.7368,1182867840.0,84,42,896112.0,84.0,84.0,103.54,92.96,84.0,0.8936,0,0,0,4,0,0,0.65595,0.69071,0.6612,4.0,0.1288,-0.994091,0.7017,0.71906,0.712175,4.0,0.66595,0.69071,0.6801,4.0,1
277,121,9,0.707620929,1600,3,76973,1405.0,645.0,123.0,121.32,11,0.7094,0.6803,915700,0.7094,0.6803,0.4484,0.7034,0.7345,0.7345,1691387280.0,83,38,854236.0,83.0,83.0,102.31,91.86,83.0,0.8384,0,0,0,2,0,0,0.65015,0.67227,0.65065,2.0,0.02924,1.088124,0.71725,0.73105,0.7141,2.0,0.65015,0.67227,0.65315,2.0,0
278,124,9,0.382808673,1600,3,78223,1771.0,7307.0,124.0,123.91,11,0.7154,0.7154,2312445,0.7154,0.7154,0.4935,0.7333,0.7788,0.7788,1047763200.0,88,62,952512.0,88.0,88.0,99.3,93.31,88.0,0.9362,0,0,0,3,0,0,0.7177,0.71386,0.7145,3.0,0.022137,1.30267,0.7694,0.78092,0.7676,3.0,0.7177,0.71386,0.7145,3.0,0
279,129,9,0.707878815,1600,3,14213,994.0,896.0,129.0,129.0,11,0.6417,0.626,1870612,0.626,0.621,0.4039,0.626,0.6754,0.6754,1179384822.0,77,33,764841.0,77.0,77.0,101.75,88.14,77.0,0.7778,0,0,0,3,0,0,0.6805,0.6389,0.698933,3.0,0.057377,-0.585682,0.7577,0.69786,0.777467,3.0,0.683,0.6434,0.702633,3.0,1
280,129,9,0.249019835,1600,3,2572,6021.0,7345.0,128.25,128.73,11,0.8333,0.813,6148618,0.813,0.8065,0.6115,0.8547,0.8929,0.885,2217600000.0,100,83,1260000.0,100.0,100.0,123.26,110.67,100.0,0.9709,0,0,0,3,0,0,0.56325,0.76585,0.489267,3.0,0.24776,0.565109,0.63645,0.85361,0.546333,3.0,0.5765,0.7717,0.4967,3.0,0
281,124,9,0.936883449,1600,3,13641,4006.0,1380.0,124.5,124.02,11,0.561,0.561,3950172,0.561,0.5565,0.2865,0.5798,0.633,0.6106,1039040640.0,69,51,590364.0,69.0,69.0,85.05,76.36,69.0,0.92,0,0,0,2,0,0,0.60825,0.57085,0.61295,2.0,0.0565,-0.383747,0.6965,0.6497,0.69375,2.0,0.6605,0.5849,0.66475,2.0,0
282,129,9,0.103654249,1600,3,78223,6546.0,7309.0,128.0,128.64,11,0.625,0.6098,6186562,0.6098,0.6048,0.3413,0.6198,0.6757,0.6637,1237500000.0,75,24,703125.0,75.0,75.0,92.44,83.0,75.0,0.7813,0,0,0,2,0,0,0.5424,0.59432,0.5464,2.0,0.05829,0.224291,0.61785,0.66813,0.6151,2.0,0.5449,0.59882,0.5489,2.0,0
283,111,9,0.200888835,1100,3,842,312.0,81.0,115.65,111.78,16,0.675,0.6585,48208,0.6585,0.6585,0.4045,0.6807,0.75,0.7168,858834900.0,81,26,780759.0,81.0,81.0,81.0,81.0,81.0,0.8182,0,0,0,167,0,0,0.66925,0.65265,0.771592,167.0,0.150536,-1.504699,0.745,0.745,0.829307,163.0,0.67925,0.65265,0.782515,167.0,0
284,118,9,0.95251429,1100,3,79966,995.0,610.0,120.54,118.74,16,0.7458,0.7458,87521,0.7458,0.7458,0.518,0.7521,0.8302,0.7719,1302618240.0,88,56,975744.0,88.0,88.0,88.0,88.0,88.0,0.9362,0,0,0,96,0,0,0.7229,0.74122,0.776199,96.0,0.158053,-1.540005,0.8151,0.82718,0.8337,95.0,0.7329,0.74122,0.795509,95.0,0
285,109,9,0.204156872,1100,3,13317,277.0,403.0,113.2,109.7,16,0.8319,0.8049,529154,0.8049,0.8049,0.589,0.825,0.8761,0.8761,1250607600.0,99,54,1136916.0,99.0,99.0,99.0,99.0,99.0,0.9612,0,0,0,25,0,0,0.76245,0.80441,0.700584,25.0,0.173142,-1.404929,0.81805,0.86849,0.747912,25.0,0.77245,0.80441,0.709668,25.0,0
286,128,9,0.701653051,1100,3,79782,1764.0,1381.0,124.66,126.89,16,0.8067,0.7805,572129,0.7805,0.7805,0.5539,0.8,0.8348,0.8276,1175961600.0,96,62,1069056.0,96.0,96.0,96.0,96.0,96.0,0.932,0,0,0,49,0,0,0.78025,0.78245,0.809204,49.0,0.123292,-1.787546,0.8274,0.83132,0.868139,49.0,0.78025,0.78245,0.817122,49.0,0
287,119,9,0.17859402,1100,3,78223,2968.0,1594.0,122.22,119.75,16,0.7083,0.6911,1556049,0.6911,0.6911,0.4754,0.7391,0.7798,0.7522,1021260975.0,85,51,917575.0,85.0,85.0,85.0,85.0,85.0,0.9043,0,0,0,25,0,0,0.75555,0.70199,0.742992,25.0,0.123494,-1.181342,0.8399,0.79182,0.806128,25.0,0.76555,0.70199,0.756856,25.0,0
288,117,9,0.518930332,1100,3,75464,3937.0,5789.0,118.37,117.21,16,0.8403,0.813,3171703,0.813,0.813,0.6165,0.8333,0.885,0.885,1309000000.0,100,59,1190000.0,100.0,100.0,100.0,100.0,100.0,0.9709,0,0,0,27,0,0,0.7865,0.8117,0.753644,27.0,0.054549,-0.932188,0.8625,0.8865,0.806356,27.0,0.7865,0.8117,0.758285,27.0,0
289,121,9,0.226789419,1100,3,82122,1918.0,5790.0,120.3,120.79,16,0.8235,0.7967,3172341,0.7967,0.7967,0.5921,0.8376,0.8673,0.8673,1257163600.0,98,62,1142876.0,98.0,98.0,98.0,98.0,98.0,0.9515,0,0,0,58,0,0,0.75835,0.78703,0.758141,58.0,0.071058,-1.118055,0.82365,0.85057,0.822334,58.0,0.75835,0.78703,0.769984,58.0,0
290,115,9,0.736690383,1100,3,79371,72.0,5367.0,118.91,115.92,16,0.6218,0.6016,1573020,0.6016,0.6016,0.3546,0.6167,0.6549,0.6549,752950000.0,74,6,684500.0,74.0,74.0,74.0,74.0,74.0,0.7184,0,0,0,22,0,0,0.6908,0.62144,0.729223,22.0,0.072285,-0.798735,0.74745,0.67941,0.787182,22.0,0.6908,0.62144,0.731977,22.0,0
291,127,9,0.679052519,1100,3,81149,3432.0,1638.0,124.56,126.1,16,0.6891,0.6667,1173786,0.6667,0.6667,0.4076,0.6833,0.713,0.7069,865378800.0,82,33,786708.0,82.0,82.0,82.0,82.0,82.0,0.7961,0,0,0,39,0,0,0.73335,0.68003,0.774197,39.0,0.070804,-1.197669,0.7965,0.7317,0.826367,39.0,0.74335,0.68003,0.784897,39.0,0
292,128,9,0.907388583,1100,3,387,6022.0,140.0,126.28,127.84,16,0.7899,0.7642,690377,0.7642,0.7642,0.5814,0.7833,0.8319,0.8319,1234389200.0,94,69,1122172.0,94.0,94.0,94.0,94.0,94.0,0.9126,0,0,0,29,0,0,0.7821,0.76778,0.768534,29.0,0.048241,-0.578604,0.84595,0.83871,0.823955,29.0,0.7821,0.76778,0.779021,29.0,0
293,120,9,0.980151948,1100,3,78223,2697.0,7308.0,122.59,120.44,16,0.7899,0.7899,2658517,0.7642,0.7642,0.5722,0.7833,0.8545,0.8319,1214950000.0,94,61,1104500.0,94.0,94.0,94.0,94.0,94.0,0.9307,0,0,0,16,0,0,0.7821,0.76778,0.768688,16.0,0.068288,-0.929055,0.86725,0.85905,0.841038,16.0,0.81495,0.80091,0.784056,16.0,0
294,118,9,0.761364669,1100,3,78252,3721.0,1042.0,121.07,118.68,16,0.8793,0.8644,1330371,0.8644,0.8644,0.6903,0.8718,0.9107,0.8947,1716660000.0,102,61,1300500.0,102.0,102.0,125.72,112.88,102.0,0.9903,0,0,0,40,0,0,0.8322,0.85796,0.805068,40.0,0.054944,-0.901335,0.88535,0.89963,0.864158,40.0,0.8422,0.85796,0.817718,40.0,0
295,123,9,0.414359846,1100,3,76957,6036.0,5564.0,122.28,122.79,16,0.6583,0.6423,2241717,0.6423,0.6423,0.3912,0.6583,0.6991,0.6991,830677100.0,79,24,755161.0,79.0,79.0,79.0,79.0,79.0,0.767,0,0,0,12,0,0,0.71115,0.65807,0.751025,12.0,0.072133,-0.654158,0.77955,0.71919,0.807192,12.0,0.71115,0.65807,0.754067,12.0,0
296,130,9,0.276404255,1100,3,7399,6547.0,903.0,128.59,129.5,16,0.8291,0.822,4721793,0.7886,0.7886,0.6045,0.7886,0.8899,0.8584,1283387600.0,97,70,1166716.0,97.0,97.0,97.0,97.0,97.0,1.0,0,0,0,9,0,0,0.7843,0.78974,0.761978,9.0,0.051864,-1.094097,0.86495,0.88091,0.827967,9.0,0.801,0.8198,0.771278,9.0,0
297,121,9,0.290303475,1100,3,79086,6861.0,1082.0,117.5,120.23,16,0.0,0.0,100941,0.0,0.0,0.5298,0.0,0.0,0.0,931582080.0,0,0,705744.0,0.0,0.0,0.0,0.0,78.0,0.0,0,0,0,4,0,0,0.35,0.07,0.52895,4.0,0.309575,-1.019331,0.37,0.07,0.56565,4.0,0.35,0.07,0.531775,4.0,0
298,120,9,0.229087703,1100,3,81290,4007.0,1181.0,121.9,120.84,16,0.7899,0.7642,733629,0.7642,0.7642,0.5951,0.7833,0.8545,0.8319,1268142720.0,94,64,1148680.0,94.0,94.0,94.0,94.0,94.0,0.9592,0,0,0,17,0,0,0.7721,0.76778,0.716241,17.0,0.110793,-1.260901,0.86725,0.85905,0.786118,17.0,0.7721,0.76778,0.725441,17.0,1
299,127,7,0.144835533,1900,3,78,4636.0,1520.0,125.3,126.92,4,0.813,0.813,5083181,0.813,0.8065,0.6164,0.8403,0.9009,0.8696,2273300000.0,100,77,1270000.0,100.0,100.0,123.26,110.67,100.0,0.9524,0,0,0,78,0,0,0.77325,0.79585,0.805724,78.0,0.06496,-1.061605,0.85045,0.89081,0.889367,78.0,0.7865,0.8017,0.821841,78.0,0
300,128,7,0.07098133,1900,3,13700,3938.0,5791.0,126.23,127.23,4,0.7899,0.7899,3117781,0.7642,0.7581,0.5103,0.7642,0.8319,0.8034,1850611840.0,94,59,1051484.0,94.0,94.0,94.0,94.0,94.0,0.8545,0,0,0,29,0,0,0.78905,0.76229,0.755393,29.0,0.153887,-1.595236,0.86595,0.83871,0.845486,28.0,0.82495,0.80091,0.764883,29.0,1
301,125,7,0.511233704,1900,3,76957,6037.0,5565.0,123.12,124.24,4,0.8532,0.8532,6135010,0.8017,0.75,0.5138,0.8017,0.8017,0.8017,2089840572.0,93,79,1003284.0,93.0,93.0,93.0,93.0,93.0,0.9789,0,0,0,24,0,0,0.785,0.755,0.801813,24.0,0.072693,-0.892167,0.84085,0.81153,0.87405,24.0,0.8666,0.85788,0.824933,24.0,0
302,130,7,0.121661951,1900,3,12780,996.0,4950.0,127.33,129.18,4,0.879,0.879,1173786,0.8862,0.879,0.7592,0.9083,0.982,0.9561,2213905540.0,109,87,1437601.0,109.0,109.0,134.35,120.63,109.0,1.0,0,0,0,14,0,0,0.8495,0.8711,0.788793,14.0,0.060404,0.781529,0.941,0.9738,0.885729,14.0,0.8495,0.8711,0.799864,14.0,0
303,125,9,0.074608674,2200,3,81293,1024.0,2878.0,124.29,124.49,9,0.792,0.792,415530,0.792,0.792,0.5924,0.839,0.9167,0.8609,2574066033.0,99,84,1166319.0,99.0,99.0,130.82,113.32,99.0,1.0,0,0,0,5,0,0,0.696,0.7628,0.67124,5.0,0.083046,-0.685324,0.78835,0.88503,0.74152,5.0,0.696,0.7728,0.6732,5.0,1
304,126,9,0.08609306,2200,3,13641,823.0,2000.0,126.88,126.43,9,0.6639,0.6639,11632105,0.648,0.648,0.4366,0.6864,0.75,0.7043,1884863763.0,81,46,859491.0,81.0,81.0,99.84,89.64,81.0,0.8617,0,0,0,4,0,0,0.714,0.6632,0.7478,4.0,0.058695,-1.000068,0.805,0.755,0.826825,4.0,0.73195,0.67751,0.758375,4.0,0
305,117,9,0.521084628,2200,3,82231,4008.0,2279.0,121.13,117.63,9,0.7719,0.7154,1045440,0.7213,0.6769,0.4582,0.7521,0.8224,0.7652,2522251776.0,88,35,952512.0,88.0,88.0,123.16,103.58,88.0,0.8381,0,0,0,4,0,0,0.64845,0.67921,0.6076,4.0,0.151403,-1.034745,0.7412,0.81016,0.6824,4.0,0.6677,0.71386,0.617225,4.0,0
306,116,9,0.636460234,2200,3,78223,6038.0,7310.0,118.44,116.54,9,0.7712,0.7339,2692336,0.7398,0.7339,0.5335,0.7583,0.8505,0.8125,1555834280.0,91,55,1010282.0,91.0,91.0,112.17,100.71,91.0,0.9381,0,0,0,5,0,0,0.69695,0.73051,0.63228,5.0,0.120424,-1.006302,0.78525,0.84545,0.70828,5.0,0.69695,0.73051,0.63438,5.0,0
307,130,9,0.816461756,2200,3,81224,4637.0,1521.0,127.63,129.6,9,0.8462,0.8115,318884,0.8462,0.8115,0.6482,0.8115,0.934,0.8761,2445153480.0,99,73,1234926.0,99.0,99.0,122.03,109.56,99.0,0.9612,0,0,0,4,0,0,0.75575,0.80035,0.714075,4.0,0.07888,-0.725937,0.857,0.9206,0.801625,4.0,0.75575,0.80035,0.7156,4.0,0
308,129,9,0.03206938,2200,3,79529,1158.0,8590.0,127.75,128.79,9,0.7083,0.6911,472935,0.6911,0.6855,0.4453,0.7083,0.7456,0.7391,1627778050.0,85,70,917575.0,85.0,85.0,85.0,85.0,85.0,0.9551,0,0,0,4,0,0,0.70275,0.68695,0.721325,4.0,0.044328,0.991207,0.7528,0.75104,0.75675,4.0,0.70555,0.69199,0.725575,4.0,0
309,122,9,0.058136161,2200,3,79371,2969.0,1202.0,123.72,122.3,9,0.7647,0.728,1557173,0.728,0.728,0.5258,0.728,0.8273,0.7913,2263818375.0,91,69,1035125.0,91.0,91.0,112.17,100.71,91.0,0.9891,0,0,0,5,0,0,0.734,0.7352,0.73262,5.0,0.0298,0.665411,0.82365,0.83457,0.79148,5.0,0.744,0.7352,0.73388,5.0,0
310,129,9,0.00805755,2200,3,82768,3433.0,3658.0,126.69,128.74,9,0.7,0.6829,11314838,0.6829,0.6774,0.4349,0.7,0.7368,0.7304,1589702688.0,84,69,896112.0,84.0,84.0,84.0,84.0,84.0,0.9438,0,0,0,4,0,0,0.6987,0.67966,0.705625,4.0,0.029038,-1.230866,0.7684,0.74312,0.776175,4.0,0.71145,0.69461,0.7295,4.0,0
311,125,9,0.841295566,2200,3,82642,4570.0,4712.0,124.5,124.57,9,0.7105,0.6585,31108,0.6639,0.6231,0.3788,0.6639,0.7364,0.7043,2073800880.0,81,58,787320.0,81.0,81.0,113.36,95.34,81.0,0.9101,0,0,0,5,0,0,0.68155,0.63079,0.72936,5.0,0.059616,-0.966253,0.7782,0.74276,0.79882,5.0,0.71925,0.67265,0.76062,5.0,0
312,127,10,0.043706429,2700,3,78441,997.0,2230.0,128.0,127.2,12,0.7652,0.7521,2130061,0.7154,0.7097,0.4848,0.7586,0.7857,0.7857,1758197760.0,88,53,998976.0,88.0,88.0,108.47,97.39,88.0,0.898,0,0,0,3,0,0,0.63485,0.69873,0.607533,3.0,0.074857,0.80059,0.70285,0.76713,0.6744,3.0,0.67605,0.74689,0.653267,3.0,0
313,124,10,0.820898536,2700,3,78,4638.0,1522.0,121.94,123.35,12,0.8158,0.7561,5081020,0.7623,0.7154,0.4868,0.7949,0.8692,0.8087,2679598584.0,93,40,1011933.0,93.0,93.0,130.15,109.46,93.0,0.8857,0,0,0,6,0,0,0.6977,0.71386,0.6914,6.0,0.043773,1.156506,0.8046,0.85228,0.7785,6.0,0.71805,0.75049,0.700883,6.0,0
